iter	Passed	Remaining
408	4638	6702
409	4647	6687
410	4657	6674
411	4665	6658
412	4674	6644
413	4683	6629
414	4693	6615
415	4702	6601
416	4712	6588
417	4722	6575
418	4731	6560
419	4741	6548
420	4750	6534
421	4759	6519
422	4771	6508
423	4779	6493
424	4789	6479
425	4796	6463
426	4807	6451
427	4822	6445
428	4840	6443
429	4854	6434
430	4865	6423
431	4878	6414
432	4890	6403
433	4903	6394
434	4916	6385
435	4926	6373
436	4939	6364
437	4954	6356
438	4969	6351
439	4990	6351
440	5006	6346
441	5035	6357
442	5066	6369
443	5089	6373
444	5104	6366
445	5119	6359
446	5132	6349
447	5142	6336
448	5159	6331
449	5177	6328
450	5196	6326
451	5211	6318
452	5221	6304
453	5232	6292
454	5240	6277
455	5253	6267
456	5265	6256
457	5274	6241
458	5285	6229
459	5297	6218
460	5306	6204
461	5317	6192
462	5326	6177
463	5334	6162
464	5345	6150
465	5354	6136
466	5364	6122
467	5373	6108
468	5382	6094
469	5392	6081
470	5401	6066
471	5411	6053
472	5419	6038
473	5431	6027
474	5440	6013
475	5451	6001
476	5461	5988
477	5469	5973
478	5480	5961
479	5490	5947
480	5498	5932
481	5508	5919
482	5516	5904
483	5526	5892
484	5534	5877
485	5556	5876
486	5568	5866
487	5579	5853
488	5587	5839
489	5596	5825
490	5607	5813
491	5616	5799
492	5626	5786
493	5634	5771
494	5645	5759
495	5656	5747
496	5666	5735
497	5676	5722
498	5687	5710
499	5696	5696
500	5705	5683
501	5714	5669
502	5724	5655
503	5732	5641
504	5741	5627
505	5753	5616
506	5761	5602
507	5772	5590
508	5781	5576
509	5795	5567
510	5806	5556
511	5815	5542
512	5826	5531
513	5836	5518
514	5845	5504
515	5854	5491
516	5863	5477
517	5874	5466
518	5885	5454
519	5893	5440
520	5904	5428
521	5912	5414
522	5922	5401
523	5930	5387
524	5942	5376
525	5951	5363
526	5959	5349
527	5969	5336
528	5977	5322
529	5988	5310
530	5999	5298
531	6007	5284
532	6017	5272
533	6025	5258
534	6035	5245
535	6044	5232
536	6054	5220
537	6066	5209
538	6084	5204
539	6100	5196
540	6110	5184
541	6122	5173
542	6133	5162
543	6146	5152
544	6157	5140
545	6172	5132
546	6187	5124
547	6200	5114
548	6213	5103
549	6223	5091
550	6232	5078
551	6240	5065
552	6249	5051
553	6257	5037
554	6268	5025
555	6280	5015
556	6288	5001
557	6299	4990
558	6308	4976
559	6316	4963
560	6332	4955
561	6341	4942
562	6354	4932
563	6364	4919
564	6376	4909
565	6385	4896
566	6397	4885
567	6410	4875
568	6420	4863
569	6430	4850
570	6440	4838
571	6448	4825
572	6459	4813
573	6468	4800
574	6478	4788
575	6487	4775
576	6498	4763
577	6508	4751
578	6522	4742
579	6530	4729
580	6540	4717
581	6548	4703
582	6559	4691
583	6567	4678
584	6578	4666
585	6589	4655
586	6600	4643
587	6611	4632
588	6622	4620
589	6633	4609
590	6643	4597
591	6653	4585
592	6662	4572
593	6674	4561
594	6685	4550
595	6697	4539
596	6709	4529
597	6720	4517
598	6730	4505
599	6740	4493
600	6751	4482
601	6760	4469
602	6772	4458
603	6781	4446
604	6791	4434
605	6803	4423
606	6815	4412
607	6824	4400
608	6835	4388
609	6845	4376
610	6858	4366
611	6871	4356
612	6883	4345
613	6894	4334
614	6908	4324
615	6920	4313
616	6931	4302
617	6941	4290
618	6954	4280
619	6965	4269
620	6975	4257
621	6988	4247
622	7000	4236
623	7011	4224
624	7022	4213
625	7034	4202
626	7042	4189
627	7052	4177
628	7064	4166
629	7079	4157
630	7087	4144
631	7097	4132
632	7109	4121
633	7120	4110
634	7131	4098
635	7139	4086
636	7150	4074
637	7160	4062
638	7169	4050
639	7179	4038
640	7187	4025
641	7198	4014
642	7207	4001
643	7217	3989
644	7229	3979
645	7239	3966
646	7252	3956
647	7265	3946
648	7276	3935
649	7286	3923
650	7299	3913
651	7311	3902
652	7323	3891
653	7333	3879
654	7346	3869
655	7358	3858
656	7367	3846
657	7379	3835
658	7388	3823
659	7399	3812
660	7409	3800
661	7419	3788
662	7430	3777
663	7442	3765
664	7453	3754
665	7464	3743
666	7476	3732
667	7486	3720
668	7497	3709
669	7512	3700
670	7527	3690
671	7540	3680
672	7549	3668
673	7567	3660
674	7581	3650
675	7596	3640
676	7610	3631
677	7623	3620
678	7632	3608
679	7643	3596
680	7656	3586
681	7668	3575
682	7677	3563
683	7689	3552
684	7700	3540
685	7709	3528
